Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied Move,Actual Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,EtfHoldingsList,MarketCap
AZEK,Azek Company Class A,45.25,-0.0157,1505794,283.0,2/6/2024,0.0772,0.1452,0.5951,-0.0585,0.0768,-0.2395,ITB,6598636032.0
PLUS,Eplus,75.47,0.0189,134790,37.0,2/6/2024,0.0794,-0.13,0.7971,0.2558,0.9568,-0.1136,IWM,2033204096.0
UBCP,United Bancorp,11.8948,0.0132,4691,,2/6/2024,,0.0128,,,,,,67996568.0
ENR,Energizer Hldgs,31.38,-0.0123,552354,124.0,2/6/2024,0.0766,0.0312,-0.042,-0.0114,0.7737,-0.3376,IWM,2252164608.0
HLNE,Hamilton Lane - Class A,115.88,0.0239,180993,65.0,2/6/2024,0.0628,-0.0568,0.225,-0.0703,0.0724,-0.164,IWM,4472168448.0
WKSP,Worksport Ltd.,1.46,0.0139,97012,66.0,2/6/2024,0.1138,-0.0161,-0.3738,0.1645,0.3549,0.0542,,29668252.0
VVV,Valvoline,39.73,0.0094,1433291,207.0,2/6/2024,0.0655,0.0294,-0.1723,0.1737,1.3242,-0.2954,XRT,5150962688.0
PDS,Precision Drilling,63.92,-0.0003,91948,108.0,2/6/2024,0.0716,0.0572,0.2408,0.1064,0.5615,-0.0985,,916391616.0
SCSC,Scansource,39.86,0.0581,159750,16.0,2/6/2024,0.0763,-0.0545,0.6599,0.078,0.6041,-0.1245,IWM,1003294976.0
CTS,CTS,45.74,0.0351,179967,31.0,2/6/2024,0.0446,0.1044,0.3826,-0.0243,0.1385,-0.1475,IWM,1425168384.0
NVT,Nvent Electric PLC Ordinary Shares,64.05,-0.0037,1161261,566.0,2/6/2024,0.0704,-0.0189,-0.2322,0.0466,0.3083,-0.211,,10626652160.0
AGCO,Agco,115.04,-0.0203,627912,282.0,2/6/2024,0.0611,0.0104,-0.3403,-0.1032,-0.0389,-0.1939,,8610307072.0
PJT,PJT Partners Class A,97.39,0.0206,262503,64.0,2/6/2024,0.0711,-0.0243,-0.4482,0.2609,0.6516,-0.0224,IWM,2347064832.0
CEIX,Consol Energy Common,83.22,-0.0298,496949,1145.0,2/6/2024,0.0907,-0.0532,-0.1035,0.0315,0.1379,-0.1368,XME - IWM,2661798400.0
MLI,Mueller Industries,49.58,0.0036,580815,69.0,2/6/2024,0.0593,0.0006,-0.1873,0.5914,1.1999,-0.1471,IWM,5628326400.0
INGR,Ingredion,108.16,-0.0119,336805,89.0,2/6/2024,0.0536,-0.008,-0.5253,0.3345,0.8367,-0.2544,,7051217920.0
ST,Sensata Technologies Holding PLC,32.95,0.0073,2074416,408.0,2/6/2024,0.0757,-0.0847,0.2021,0.3135,0.6061,0.0778,,5173373952.0
HIMX,Himax Techs,5.49,-0.0054,680734,761.0,2/6/2024,0.0951,-0.0142,-0.1915,-0.1995,-0.1524,-0.2447,,956899200.0
CRNC,Cerence,16.67,0.0551,454587,191.0,2/6/2024,0.1175,-0.071,-0.2066,-0.2961,-0.2691,-0.3309,IWM,671952896.0
NJR,New Jersey Resources,41.28,0.0032,491987,6.0,2/6/2024,0.0293,0.0362,0.255,0.0031,0.5952,-0.3177,IWM,4057969408.0
CBT,Cabot,79.85,-0.0027,271142,47.0,2/5/2024,0.056,0.0786,0.3009,-0.0781,0.5502,-0.3255,IWM,4426022912.0
AMKR,Amkor Technology,31.2,0.0341,972136,605.0,2/5/2024,0.0878,-0.0501,-0.2554,-0.2893,-0.1327,-0.5352,IWM,7667796480.0
IVAC,Intevac,4.03,0.0075,62841,52.0,2/5/2024,0.0641,-0.0324,-0.086,0.315,0.6607,0.0325,IWM,106285008.0
FMC,FMC,51.75,-0.0056,1804400,1683.0,2/5/2024,0.1101,-0.1154,0.1729,0.0587,0.2881,-0.1831,SPY - XLB,6476088320.0
KFRC,Kforce,68.93,0.0119,103099,111.0,2/5/2024,0.0518,-0.0098,-0.0092,0.2318,0.4839,-0.1635,IWM,1400765824.0
HI,Hillenbrand,46.25,0.0452,317805,27.0,2/5/2024,0.0553,-0.0481,-0.1532,0.0271,0.3371,-0.3846,IWM,3244519680.0
GBDC,Golub Capital Bdc - Closed End,15.35,0.002,661123,92.0,2/5/2024,0.0234,-0.0137,-0.4193,-0.2615,-0.0866,-0.448,,2618491904.0
FGBI,First Guaranty Bancshares,11.31,0.0162,8046,,2/5/2024,,-0.0315,,,,,,140595520.0
FLXS,Flexsteel Industries,34.29,0.0551,16848,,2/5/2024,,0.0784,,,,,,178260896.0
GLAD,Gladstone Capital - Closed End,10.0,0.0091,256292,173.0,2/5/2024,0.0359,-0.0466,0.0418,-0.062,0.0103,-0.1367,,435088992.0
SKY,Skyline Champion,81.17,0.0209,338712,263.0,2/5/2024,0.0967,0.1195,0.623,0.0724,0.5247,-0.2524,XHB - IWM - ITB,4674457600.0
KRC,Kilroy Realty,34.72,-0.0071,1102997,248.0,2/5/2024,0.0636,-0.0139,0.1373,-0.0759,0.1023,-0.2673,VNQ - IYR,4070558976.0
VRNS,Varonis Systems,51.98,0.0254,1249238,547.0,2/5/2024,0.1166,0.0672,-0.3111,-0.2068,-0.0919,-0.3771,IWM,5671209984.0
ACM,Aecom,89.54,0.0119,709464,244.0,2/5/2024,0.0436,-0.0018,-0.2313,0.0072,0.6718,-0.4106,,12176293888.0
FUNC,First United,22.07,0.0005,15936,,2/5/2024,,-0.0201,,,,,,147564912.0
CHX,Championx,28.99,-0.0031,1425604,409.0,2/5/2024,0.0716,0.0918,0.279,-0.0201,0.234,-0.2653,OIH - IWM,5647251968.0
BRBR,Bellring Brands Common,59.38,0.0088,1174618,347.0,2/5/2024,0.0728,-0.013,-0.421,-0.1974,0.0595,-0.4447,IWM,7783785984.0
ALGT,Allegiant Travel Company,78.6,0.0085,250478,265.0,2/5/2024,0.0985,-0.076,0.0958,0.4614,1.4755,-0.1265,IWM,1424363264.0
TKR,Timken Company,82.56,0.0233,480800,160.0,2/5/2024,0.0592,-0.0445,-0.1122,0.1206,0.5953,-0.1284,,5865146880.0
BOWL,Bowlero Corp. Class A,14.99,0.0115,1448278,2058.0,2/5/2024,0.1879,0.1578,-0.0473,-0.1954,0.453,-0.7095,IWM,2244328192.0
MLAB,Mesa Laboratories,93.85,0.0049,50989,,2/5/2024,,0.0564,,,,,IWM,505314656.0
HAYN,Haynes Intl,59.71,0.0027,81471,47.0,2/5/2024,0.0488,0.0693,0.1338,-0.1969,-0.0533,-0.3966,XME - IWM,763272320.0
GHM,Graham,22.93,-0.0004,48766,20.0,2/5/2024,0.0851,0.1102,0.1663,-0.0218,0.3035,-0.4114,,248293616.0
BOTJ,Bank Of The James Finl Gr,11.9332,-0.0014,2894,,2/2/2024,,0.0016,,,,,,54216560.0
BSAC,Banco Santander Chile,18.31,0.0144,336668,5.0,2/2/2024,0.0397,-0.0126,-0.2337,0.1407,0.8694,-0.2911,,8626120704.0
BEPC,Brookfield Renewable Class A Subordinate Voting Shares,25.5,0.0039,1009445,189.0,2/2/2024,0.0606,-0.0349,0.033,-0.0613,0.3386,-0.5611,,4581271040.0
BBU,Brookfield Business Partners LP Limited Partnership Units,23.19,0.0153,13294,17.0,2/2/2024,0.0594,0.0295,-0.2986,0.0489,0.1948,-0.1418,,1871433088.0
JOUT,Johnson Outdoors - Class A,45.86,0.0057,36405,,2/2/2024,,-0.0282,,,,,IWM,464433408.0
CPLP,Capital Product Partners LP - Common Units Representing Limited Partner Interests,18.32,-0.0027,109707,111.0,2/2/2024,0.089,0.0306,-0.153,-0.0119,0.2175,-0.2443,,1008317056.0
BEP,Brookfield Renewable Partners LP,23.92,-0.0013,488351,151.0,2/2/2024,0.0637,-0.0276,-0.1141,0.0049,0.3376,-0.2404,,6870541824.0
TWST,Twist Bioscience,38.19,0.046,1128786,311.0,2/2/2024,0.164,0.1001,-0.2568,0.4276,1.3146,-0.0445,IBB - XBI - IWM,2202561536.0
WT,WisdomTree,7.07,0.0173,1102708,92.0,2/2/2024,0.0503,0.0074,0.0271,0.0414,0.2286,-0.1584,IWM,1062925120.0
GRC,Gorman-Rupp Company,36.44,0.0187,47325,6.0,2/2/2024,0.0782,0.016,0.2264,0.2645,0.9275,-0.3937,IWM,953935424.0
BBUC,Brookfield Business Class A Exchangeable Subordinate Voting Shares,24.57,0.0078,46633,20.0,2/2/2024,0.0521,0.0213,0.3047,0.1124,0.8953,-0.4877,IWM,1793808640.0
SKX,Skechers USA,58.91,0.0162,1740239,1857.0,2/1/2024,0.0823,-0.1031,0.2704,-0.0976,0.0855,-0.3519,,9071038464.0
AFBI,Affinity Bancshares,16.79,-0.0089,4033,,2/1/2024,,-0.0064,,,,,,107259712.0
HUBG,Hub Group - Class A,44.99,0.0147,303815,111.0,2/1/2024,0.0682,-0.0188,-0.3019,0.0884,0.3044,-0.0342,IWM,2858383104.0
OTEX,Open Text - Common Shares,41.86,0.0185,518619,155.0,2/1/2024,0.0644,-0.0231,-0.2741,0.2038,0.7448,-0.2156,,11312046080.0
PFSI,Pennymac Financial Servs,91.21,0.0104,249309,271.0,2/1/2024,0.0724,0.0474,-0.1772,0.049,0.2495,-0.1206,KBE - IWM,4553728000.0
PMT,Pennymac Mortgage Investment Trust Common Shares Of Beneficial Interest,13.79,0.0177,623516,328.0,2/1/2024,0.0718,-0.0332,0.0714,0.108,0.3689,-0.0374,IWM,1196425984.0
EVBN,Evans Bancorp,29.01,0.0126,15596,,2/1/2024,,0.0044,,,,,IWM,159078976.0
ABIO,Arca Biopharma,1.66,0.0061,24900,11.0,2/1/2024,0.0667,0.0254,0.4495,-0.1358,-0.0725,-0.187,,24071892.0
MTX,Minerals Technologies,71.03,0.0189,167675,8.0,2/1/2024,0.0541,0.0279,0.2004,0.3209,0.6022,0.0629,IWM,2311326720.0
MATW,Matthews International - Class A,29.29,0.0177,139585,8.0,2/1/2024,0.0737,-0.0753,0.1063,0.2151,0.7657,0.0152,IWM,889954688.0
CLFD,Clearfield,29.71,0.0392,267535,237.0,2/1/2024,0.1393,0.1271,0.1663,-0.1769,0.147,-0.5017,IWM,453189184.0
ORC,Orchid Island Capital,8.24,0.0313,1340599,448.0,2/1/2024,0.0718,0.0375,-0.1073,-0.0518,-0.0269,-0.1033,IWM,422739168.0
COUR,Coursera,17.87,0.0142,1445814,963.0,2/1/2024,0.1284,-0.0486,-0.2827,0.0348,0.3398,-0.398,IWM,2674243840.0
PBHC,Pathfinder Bancorp,11.75,0.0,1352,,2/1/2024,,-0.0213,,,,,,71669960.0
SKYW,Skywest,59.32,-0.0062,371955,426.0,2/1/2024,0.0936,0.0817,-0.1381,0.3882,0.649,0.1086,IWM,2428779008.0
DLB,Dolby Laboratories,80.58,-0.0015,386690,161.0,2/1/2024,0.0584,-0.0538,-0.0151,0.2776,0.8252,-0.2185,,7660168192.0
KOSS,Koss,2.84,0.0327,17223,,2/1/2024,,-0.0311,,,,,,26226818.0
POST,Post Hldgs,104.77,-0.016,679327,138.0,2/1/2024,0.0459,0.0766,0.8122,-0.3803,-0.2194,-0.6542,,6214806016.0
KMPR,Kemper,59.27,0.0205,419733,28.0,2/1/2024,0.0646,-0.0532,-0.155,-0.0594,0.1642,-0.2946,,3796618496.0
COLM,Columbia Sportswear Company,80.05,0.0254,421494,87.0,2/1/2024,0.0692,-0.0087,-0.2762,-0.1475,-0.0524,-0.2021,,4969684992.0
CPT,Camden Prop Trust,93.46,-0.0052,1057576,120.0,2/1/2024,0.0386,0.0107,0.0581,0.1477,0.5272,-0.1523,SPY - VNQ - XLRE - IYR,9972228096.0
EMN,Eastman Chemical Company,82.34,-0.0078,952986,696.0,2/1/2024,0.0494,-0.0266,-0.1493,-0.0294,0.0681,-0.1141,SPY - XLB,9765523456.0
EURN,Euronav Nv,17.81,0.0017,1868268,351.0,2/1/2024,0.0247,0.0045,0.1898,-0.0844,0.0827,-0.3075,,3596068608.0
PTSI,P.A.M. Transportation Services,19.25,0.0316,17325,,2/1/2024,,0.0068,,,,,IWM,426056192.0
NECB,Northeast Community Bancorp,15.91,0.0102,57831,26.0,2/1/2024,0.0322,-0.011,0.0705,,,,IWM,225864080.0
LPG,Dorian Lpg Ltd.,35.0,-0.0286,1005558,1630.0,2/1/2024,0.1035,0.0184,-0.056,0.4008,1.4655,-0.2102,IWM,1404863616.0
KEX,Kirby,85.02,0.0062,359349,271.0,2/1/2024,0.0541,0.0475,0.2562,0.3433,0.5905,0.204,,5024681984.0
TECH,Bio-Techne,67.95,0.0007,1110164,201.0,2/1/2024,0.0678,-0.0253,-0.1675,-0.0894,0.169,-0.4182,IBB - SPY - XLV,10681175040.0
LAZ,Lazard,38.72,0.0044,928176,758.0,2/1/2024,0.072,0.0536,-0.3165,0.0717,0.3429,-0.0562,,3384704000.0
SBH,Sally Beauty Holdings (Name To Be Changed From Sally Holdings Inc.),13.02,0.0031,1860367,493.0,2/1/2024,0.1267,0.0666,-0.275,0.0349,0.3437,-0.3318,XRT - IWM,1383819008.0
SR,Spire,58.35,-0.0019,478141,28.0,2/1/2024,0.0394,0.044,0.0714,-0.2009,0.0089,-0.4242,IWM,3102868480.0
SRDX,Surmodics,32.72,0.026,63545,13.0,2/1/2024,0.0824,-0.079,0.3277,-0.2477,-0.1169,-0.3343,IWM,465728960.0
LEE,Lee Enterprises,10.09,0.0317,19785,,2/1/2024,,-0.1117,,,,,,61984072.0
FXNC,First Ntl,19.3,0.0,6935,,2/1/2024,,-0.0265,,,,,,120836024.0
ATI,Ati,42.25,0.0368,1335263,380.0,2/1/2024,0.0837,-0.0568,-0.127,-0.0523,0.0993,-0.1771,XME - IWM,5433827328.0
JHG,Janus Henderson Group PLC,30.31,0.0043,897012,48.0,2/1/2024,0.0615,0.0442,0.1777,0.0145,0.3196,-0.2692,,5022366720.0
SXC,Suncoke Energy,11.21,0.0027,611301,99.0,2/1/2024,0.0767,0.0449,-0.0189,-0.0037,0.3466,-0.2523,XME - IWM,938955904.0
AROW,Arrow Finl,24.3,0.0133,54101,8.0,2/1/2024,0.0599,-0.0087,0.3872,0.1325,0.2635,-0.0233,IWM,414306496.0
RAVE,Rave Restaurant Group,1.9,0.0383,37066,35.0,2/1/2024,0.0981,0.0263,-0.21,-0.117,0.0044,-0.2493,,27714482.0
FLWS,1-800-Flowers.com - Class A,9.25,-0.0054,379011,226.0,2/1/2024,0.1339,0.0029,0.7833,0.0299,0.9508,-0.433,IWM,600308544.0
WRK,Westrock Company,42.5,-0.0075,2420927,719.0,2/1/2024,0.0654,-0.0256,-0.4621,0.0425,0.9102,-0.4194,SPY - XLB,10897123328.0
DLX,Deluxe,20.16,-0.0127,207782,86.0,2/1/2024,0.0756,0.0793,0.1344,0.0913,0.2168,-0.1332,IWM,872261120.0
MTSI,Macom Technology Solns,83.61,0.0141,389543,110.0,2/1/2024,0.0865,-0.0254,-0.3341,-0.185,0.2852,-0.3711,IWM,6027289600.0
MIXT,Mix Telematics Limited American Depositary Shares Each Representing 25,9.59,0.0,93304,85.0,2/1/2024,0.102,-0.0169,0.6498,0.1528,0.7825,-0.2759,,212522272.0
BSIG,Brightsphere Investment Group,21.39,-0.0088,262653,53.0,2/1/2024,0.0686,-0.0054,-0.4107,0.1016,0.4046,-0.0714,IWM,887859072.0
OCSL,Oaktree Specialty Lending - Closed End,19.73,0.0025,667462,240.0,2/1/2024,0.0344,-0.0784,0.2315,-0.2119,-0.0237,-0.4029,,1557986304.0
PBI,Pitney Bowes,4.06,0.0357,1454499,1275.0,2/1/2024,0.1315,0.0097,-0.4171,0.0725,0.6889,-0.2899,IWM,711782592.0
SILC,Silicom -,15.41,-0.0247,53888,,2/1/2024,,-0.0018,,,,,,104114416.0
SNDR,Schneider National,24.32,0.0041,640332,151.0,2/1/2024,0.0487,-0.0281,0.1639,0.3181,0.6102,0.0233,,4329259008.0
WNC,Wabash National,25.31,-0.0067,531627,148.0,2/1/2024,0.12,0.0561,-0.2731,0.1605,0.508,-0.1118,IWM,1166469504.0
BC,Brunswick,86.22,0.0182,716055,304.0,2/1/2024,0.0666,0.0472,0.0255,-0.0319,0.0699,-0.1347,,6021098496.0
HIHO,Highway Holdings,2.07,0.0,9488,,2/1/2024,,0.0408,,,,,,9142827.0
NATH,Nathan's Famous,66.75,0.0126,5600,,2/1/2024,,-0.0049,,,,,IWM,272579968.0
MXL,Maxlinear,19.04,0.0421,770728,317.0,1/31/2024,0.1354,-0.1105,-0.1145,0.4309,0.615,-0.0272,IWM,1552915840.0
DGII,Digi Intl,29.62,0.012,255609,59.0,1/31/2024,0.1147,0.1386,0.2637,0.1796,0.7702,-0.1768,IWM,1072198400.0
CVGW,Calavo Growers,27.24,0.0126,144457,158.0,1/31/2024,0.0886,-0.0609,-0.1692,0.1597,1.0523,-0.4317,IWM,483811264.0
LSBK,Lake Shore Bancorp,11.62,-0.0153,2526,,1/31/2024,,-0.0009,,,,,,66126816.0
CCS,Century Communities,88.04,0.0067,224862,86.0,1/31/2024,0.0828,0.0759,0.1647,-0.0907,0.0156,-0.2536,XHB - IWM - ITB,2797297664.0
SRBK,SR Bancorp,9.35,0.0331,43390,,1/31/2024,,0.0095,,,,,,88899152.0
HWKN,Hawkins,63.07,0.027,107912,9.0,1/31/2024,0.0752,-0.0759,-0.022,0.3643,1.0703,-0.2366,IWM,1328608640.0
CNMD,Conmed,86.92,0.029,447688,211.0,1/31/2024,0.0777,-0.1238,0.6063,-0.1127,0.4723,-0.3482,IWM,2671899136.0
CLB,Core Laboratories,14.52,-0.0229,374308,308.0,1/31/2024,0.1111,-0.0469,-0.1441,-0.1479,-0.1276,-0.1708,OIH - IWM,677124800.0
BRBS,Blue Ridge Bankshares,2.5,0.0,138090,57.0,1/31/2024,0.1402,0.096,0.584,0.0833,0.5242,-0.221,IWM,47977648.0
SEIC,Sei Investments Company,66.65,0.0051,526117,56.0,1/31/2024,0.0489,0.0487,-0.0149,-0.1076,0.1849,-0.3076,,8769207296.0
VSTO,Vista Outdoor,29.95,-0.0023,715645,1636.0,1/31/2024,0.0859,0.0869,-0.0196,0.0021,0.5755,-0.256,IWM,1739105792.0
GTIM,Good Times Restaurants,2.38,0.0,18276,31.0,1/31/2024,0.1246,-0.0121,0.2724,0.0811,0.824,-0.2038,,26804632.0
MTG,Mgic Investment,19.07,0.0074,1724602,109.0,1/31/2024,0.0436,0.0066,-0.2604,0.0548,0.5158,-0.3409,KBE,5531915264.0
QRVO,Qorvo,112.32,-0.0027,1279203,822.0,1/31/2024,0.0778,0.0603,-0.0831,-0.2238,-0.0634,-0.3308,SPY - XLK - SMH,11020640256.0
OBT,Orange County Bancorp,45.9,0.0285,9278,,1/31/2024,,0.0449,,,,,IWM,259119456.0
KLIC,Kulicke & Soffa Indus,50.13,0.0543,480385,223.0,1/31/2024,0.0748,-0.0962,0.3651,-0.154,0.1282,-0.2968,IWM,2843375616.0
BOOT,Boot Barn Holdings,87.73,0.0354,875671,823.0,1/31/2024,0.1072,0.1032,-0.0008,0.314,0.5835,-0.2151,XRT - IWM,2656799744.0
MEOH,Methanex,46.0,0.0007,250144,166.0,1/31/2024,0.0685,0.0375,-0.0866,0.0917,0.3621,-0.057,,3099364352.0
AXS,Axis Capital Holdings,60.16,0.023,550885,69.0,1/31/2024,0.0449,-0.0397,0.2168,0.2405,0.3802,-0.1095,,5124592640.0
BDN,Brandywine Realty Trust,4.12,0.0,2210273,255.0,1/31/2024,0.0702,-0.0717,0.0118,0.0753,0.1109,0.0539,VNQ - IWM,709059840.0
SHBI,Shore Bancshares,11.26,0.0302,66915,4.0,1/31/2024,0.0554,-0.0618,0.635,0.1621,0.4335,-0.156,IWM,372965216.0
SIGI,Selective Insurance Group,100.08,0.0298,291750,34.0,1/31/2024,0.036,-0.0769,0.6337,0.1262,0.3427,-0.2012,IWM,6061531648.0
UGI,Ugi,23.56,0.006,1922470,1093.0,1/31/2024,0.0808,0.1337,0.63,-0.1065,0.4375,-0.815,,4931774976.0
RYN,Rayonier REIT,32.95,0.0024,557454,59.0,1/31/2024,0.0543,0.0683,0.4789,0.177,0.9577,-0.1879,VNQ - IYR,4854161408.0
DLHC,DLH Hldgs,17.05,0.0333,27451,37.0,1/31/2024,0.0834,0.0057,-0.1149,-0.0087,0.1614,-0.1896,,242633600.0
EZPW,Ezcorp - Class A Non-Voting,10.19,0.019,393235,166.0,1/31/2024,0.0431,0.1151,-0.0532,0.0387,0.1542,-0.0792,,557566848.0
SNCY,Sun Country Airlines Holdings,15.17,0.0278,460507,62.0,1/31/2024,0.1062,0.0771,-0.074,0.3779,1.4504,-0.2112,IWM,816469888.0
JBSS,John B Sanfilippo & Son,98.88,-0.0038,44509,9.0,1/31/2024,0.067,-0.0201,-0.2061,0.3477,0.8034,-0.2934,IWM,1144087040.0
AVD,American Vanguard Common ($0.10 Par Value),10.52,0.0224,376311,71.0,1/31/2024,0.0706,0.0073,-0.1471,0.4363,0.9239,-0.1778,IWM,302454656.0
CBFV,CB Financial Services,22.53,0.0,4884,,1/31/2024,,0.0238,,,,,,115256232.0
LARK,Landmark Bancorp,20.04,0.0086,3272,,1/31/2024,,0.0075,,,,,,109855376.0
BHE,Benchmark Electronics,30.13,0.021,165664,16.0,1/31/2024,0.0755,0.0914,0.4779,0.2391,0.7604,-0.0735,IWM,1074756096.0
LCNB,LCNB,14.14,0.0093,23666,10.0,1/31/2024,0.0784,-0.0562,-0.0465,-0.0091,0.1505,-0.167,IWM,230510000.0
HESM,Hess Midstream LP Class A Share,32.27,-0.0077,888391,864.0,1/31/2024,0.0463,-0.0097,0.0063,-0.1889,0.0538,-0.5921,AMLP,2205928704.0
CPF,Central Pacific Financial New,19.35,0.0157,160216,37.0,1/31/2024,0.0652,-0.0277,0.2859,-0.002,0.2378,-0.3371,KRE - IWM,523248960.0
SLGN,Silgan Hldgs,44.84,0.0095,511737,15.0,1/31/2024,0.0641,0.0527,-0.2109,0.4855,1.3662,-0.0214,,4775388160.0
ZGN,Ermenegildo Zegna N.V.,12.51,-0.0024,409098,45.0,1/31/2024,0.0651,0.0609,-0.095,0.0945,0.2652,-0.1722,,3125364480.0
EAT,Brinker International,44.3,-0.0164,1165465,617.0,1/31/2024,0.0865,0.0516,-0.0503,-0.2871,-0.2073,-0.3847,IWM,1977041664.0
RDCM,Radcom Ltd. -,10.54,0.0384,21507,,1/31/2024,,0.1021,,,,,,152680224.0
CCG,Cheche Group - Class A,3.5,0.0,40931,,1/31/2024,,-0.0424,,,,,,264042496.0
AVT,Avnet,44.92,0.0045,532203,151.0,1/31/2024,0.0593,-0.0537,0.0354,0.173,0.9367,-0.402,,4109783808.0
NAVI,Navient,16.19,0.005,846786,464.0,1/31/2024,0.0807,-0.0407,-0.2533,-0.0741,0.0877,-0.2897,IWM,1903476224.0
BFIN,Bankfinancial,10.32,-0.0096,10379,6.0,1/31/2024,0.0681,-0.0252,0.0431,-0.1296,0.3677,-0.6529,,128751080.0
CMCO,Columbus Mckinnon,42.06,0.012,113760,6.0,1/31/2024,0.0512,0.0122,-0.0327,0.641,1.5875,-0.051,IWM,1208151680.0
SUGP,Su Group Holdings Limited -,2.65,0.0311,326918,,1/31/2024,,-0.016,,,,,,35112500.0
HTLD,Heartland Express,13.22,0.0232,285507,35.0,1/31/2024,0.0606,-0.0219,0.3622,0.2401,0.4987,-0.0323,IWM,1044742976.0
BXP,Boston Props,64.18,-0.0137,1577602,1840.0,1/30/2024,0.0695,-0.05,0.0822,-0.0198,0.0826,-0.1605,SPY - VNQ - XLRE - IYR,10059233280.0
FRAF,Franklin Financial Servs,28.52,0.0,8864,,1/30/2024,,-0.017,,,,,,124404240.0
TFSL,TFS Financial,13.27,0.0138,323312,83.0,1/30/2024,0.0479,-0.0438,-0.2956,-0.0211,0.1183,-0.1847,KRE,3719152640.0
NBN,Northeast Bank,54.11,0.02,18455,,1/30/2024,,-0.0624,,,,,IWM,421907456.0
ATGE,Adtalem Glb Education,50.42,0.0254,502948,711.0,1/30/2024,0.1439,0.0587,-0.3484,0.0766,0.4802,-0.5275,IWM,1981505920.0
FCAP,First Capital,27.75,0.0,2977,,1/30/2024,,0.0003,,,,,,92980816.0
OPOF,Old Point Financial,17.4249,0.0244,2833,,1/30/2024,,-0.0152,,,,,,87774016.0
FIBK,First Interstate Bancsystem,25.54,0.0047,632902,15.0,1/30/2024,0.0741,-0.0572,0.1995,0.0983,0.3462,-0.0932,KBE - KRE - IWM,2656106496.0
MOD,Modine Manufacturing Company,73.18,0.0222,717524,589.0,1/30/2024,0.1352,0.0346,-0.3977,0.1109,0.8529,-0.4348,IWM,3810122496.0
FCF,First Commonwealth Financial,13.35,0.0152,476553,18.0,1/30/2024,0.0637,-0.0622,0.4646,0.2733,0.423,0.1913,KRE - IWM,1364165888.0
UNM,Unum Group,47.73,0.008,1390618,821.0,1/30/2024,0.0571,0.0105,-0.331,0.2914,1.0903,-0.2373,,9337166848.0
APAM,Artisan Partners Asset Management Class A,42.86,0.0111,549423,188.0,1/30/2024,0.0679,-0.0078,-0.1532,-0.0858,0.2277,-0.3619,IWM,2933982976.0
CZFS,Citizens Financial Servs,51.35,-0.0019,12701,,1/30/2024,,-0.0403,,,,,IWM,241569040.0
UMBF,Umb Financial,81.67,0.0172,275263,9.0,1/30/2024,0.0487,-0.0123,0.0914,0.2834,0.4458,-0.1131,KBE - KRE - IWM,3965415424.0
ENVA,Enova International,55.54,0.0178,279499,126.0,1/30/2024,0.0899,-0.0738,0.0723,0.2615,0.6685,-0.2514,IWM,1658911488.0
FNCB,FNCB Bancorp,5.9,0.0225,23529,22.0,1/30/2024,0.0883,-0.0511,0.1634,-0.026,0.5713,-0.3776,,116687904.0
RHI,Robert Half,81.14,0.0073,807812,231.0,1/30/2024,0.0656,-0.023,-0.3678,0.1331,0.7563,-0.1785,SPY - XLI,8688658432.0
PDLB,Ponce Finl Gr,9.01,-0.0185,45863,,1/30/2024,,-0.0362,,,,,IWM,213118944.0
IROQ,If Bancorp,17.02,0.0384,2024,,1/30/2024,,0.0029,,,,,,57095736.0
FNWD,Finward Bancorp,24.02,0.0135,8458,,1/30/2024,,0.0126,,,,,,103382704.0
FSFG,First Savings Financial Group,17.15,0.0178,5294,,1/30/2024,,-0.0093,,,,,,118059912.0
FBIN,Fortune Brands Innovations,80.13,0.0001,1066348,72.0,1/30/2024,0.0584,-0.0396,-0.1085,-0.0501,0.2109,-0.3111,XHB - ITB,10103992320.0
HWBK,Hawthorn Bancshares,23.5,-0.0105,10300,,1/30/2024,,0.0,,,,,,165424112.0
BCAL,Southern Calif Bancorp,15.51,-0.0064,27247,,1/30/2024,,-0.0024,,,,,,285147936.0
PNR,Pentair Plc. Ordinary Share,74.48,0.0005,1453538,981.0,1/30/2024,0.0563,-0.0049,-0.2345,0.2958,0.7571,-0.1532,SPY - XLI - NOBL,12311471104.0
AOS,A.O. Smith,80.54,0.0036,939713,447.0,1/30/2024,0.0581,-0.0198,-0.2873,0.1695,1.008,-0.2485,SPY - XHB - XLI - NOBL,11977940992.0
MAN,Manpowergroup,72.93,0.0,292964,31.0,1/30/2024,0.0565,0.0073,-0.2509,0.2194,0.7922,-0.4198,,3559625728.0
RRBI,Red River Bancshares,52.24,0.0223,10796,,1/30/2024,,0.0093,,,,,IWM,370467136.0
CATC,Cambridge Bancorp,67.4,0.0221,35956,13.0,1/30/2024,0.07,0.0069,0.0133,0.2599,0.3264,0.1933,IWM,528811520.0
OSK,Oshkosh (Holding Company)Common Stock,111.89,-0.011,500551,194.0,1/30/2024,0.0665,0.0104,-0.2605,0.0622,0.5415,-0.2275,,7321159680.0
HONE,Harborone Bancorp,10.4,0.0048,115328,31.0,1/30/2024,0.0562,-0.0397,0.4714,0.2299,0.7359,-0.0462,KRE - IWM,472172672.0
